accession	W	M	obs_hotspots	obs_idr_hotspots	empirical_p_idr_enrichment
A6NFX1	15	2	0	0	1.0
A6NFY4	15	2	0	0	1.0
A6NFY7	15	2	0	0	1.0
A6NFZ4	15	2	0	0	1.0
A6NG13	15	2	0	0	1.0
A6NGA9	15	2	0	0	1.0
A6NGB0	15	2	0	0	1.0
A6NGB7	15	2	0	0	1.0
A0A2R8YED5	15	2	0	0	1.0
A0A2R8YFL7	15	2	0	0	1.0
A0A2R8YFM6	15	2	0	0	1.0
A0A2Z4LIS9	15	2	0	0	1.0
A0A3B3IRV3	15	2	0	0	1.0
A0A3B3IS91	15	2	0	0	1.0
A0A3B3IT33	15	2	0	0	1.0
A0A3B3IT45	15	2	0	0	1.0
A6NGB9	15	2	0	0	1.0
A6NGC4	15	2	0	0	1.0
A6NGD5	15	2	0	0	1.0
A6NGE4	15	2	0	0	1.0
A6NGE7	15	2	0	0	1.0
A6NGG3	15	2	0	0	1.0
A6NGG8	15	2	0	0	1.0
A6NGH7	15	2	0	0	1.0
A6NGH8	15	2	0	0	1.0
A6NGJ6	15	2	0	0	1.0
A6NGK3	15	2	0	0	1.0
A6NGN4	15	2	0	0	1.0
A6NGN9	15	2	0	0	1.0
A6NGQ2	15	2	0	0	1.0
A6NGR9	15	2	0	0	1.0
A6NGS2	15	2	0	0	1.0
A6NH11	15	2	0	0	1.0
A6NH13	15	2	0	0	1.0
A6NH21	15	2	0	0	1.0
A6NH52	15	2	0	0	1.0
A6NH57	15	2	0	0	1.0
A6NHA9	15	2	0	0	1.0
A6NHC0	15	2	0	0	1.0
A6NHG4	15	2	0	0	1.0
A6NGU5	15	2	0	0	1.0
A6NGU7	15	2	0	0	1.0
A6NGW2	15	2	0	0	1.0
A6NGY1	15	2	0	0	1.0
A6NGY3	15	2	0	0	1.0
A6NGY5	15	2	0	0	1.0
A6NGZ8	15	2	0	0	1.0
A6NH00	15	2	0	0	1.0
A6NHG9	15	2	0	0	1.0
A6NHJ4	15	2	0	0	1.0
A6NHL2	15	2	0	0	1.0
A6NHM9	15	2	0	0	1.0
A6NHN0	15	2	0	0	1.0
A6NHN6	15	2	0	0	1.0
A6NHP3	15	2	0	0	1.0
A6NHQ2	15	2	0	0	1.0
A6NHQ4	15	2	0	0	1.0
A6NHR8	15	2	0	0	1.0
A6NHR9	15	2	0	0	1.0
A6NHS1	15	2	0	0	1.0
A6NHS7	15	2	0	0	1.0
A6NHT5	15	2	0	0	1.0
A6NHX0	15	2	0	0	1.0
A6NHY2	15	2	0	0	1.0
A6NI73	15	2	0	0	1.0
A6NI79	15	2	0	0	1.0
A6NI86	15	2	0	0	1.0
A6NI87	15	2	0	0	1.0
A6NIE6	15	2	0	0	1.0
A6NIE9	15	2	0	0	1.0
A6NIH7	15	2	0	0	1.0
A6NIJ5	15	2	0	0	1.0
A6NIJ9	15	2	0	0	1.0
A6NIK2	15	2	0	0	1.0
A6NIM6	15	2	0	0	1.0
A6NIN4	15	2	0	0	1.0
A6NIR3	15	2	0	0	1.0
A6NIU2	15	2	0	0	1.0
A6NIV6	15	2	0	0	1.0
A6NIX2	15	2	0	0	1.0
A6NIY4	15	2	0	0	1.0
A6NIZ1	15	2	0	0	1.0
A6NJ08	15	2	0	0	1.0
A6NJ46	15	2	0	0	1.0
A6NJ64	15	2	0	0	1.0
A6NJ69	15	2	0	0	1.0
A6NJ78	15	2	0	0	1.0
A6NJ88	15	2	0	0	1.0
A6NHZ5	15	2	0	0	1.0
A6NI03	15	2	0	0	1.0
A6NI15	15	2	0	0	1.0
A6NI28	15	2	0	0	1.0
A6NI47	15	2	0	0	1.0
A6NI56	15	2	0	0	1.0
A6NI61	15	2	0	0	1.0
A6NI72	15	2	0	0	1.0
A6NJB7	15	2	0	0	1.0
A6NJG2	15	2	0	0	1.0
A6NJG6	15	2	0	0	1.0
A6NJI1	15	2	0	0	1.0
A6NJI9	15	2	0	0	1.0
A6NJJ6	15	2	0	0	1.0
A6NJL1	15	2	0	0	1.0
A6NJQ4	15	2	0	0	1.0
A6NJZ3	15	2	0	0	1.0
A6NJZ7	15	2	0	0	1.0
A6NK02	15	2	0	0	1.0
A6NK06	15	2	0	0	1.0
A6NK44	15	2	0	0	1.0
A6NK53	15	2	0	0	1.0
A6NK58	15	2	0	0	1.0
A6NK59	15	2	0	0	1.0
A6NJR5	15	2	0	0	1.0
A6NJT0	15	2	0	0	1.0
A6NJU9	15	2	0	0	1.0
A6NJV1	15	2	0	0	1.0
A6NJW4	15	2	0	0	1.0
A6NJW9	15	2	0	0	1.0
A6NJY1	15	2	0	0	1.0
A6NJY4	15	2	0	0	1.0
A6NK75	15	2	0	0	1.0
A6NK89	15	2	0	0	1.0
A6NK97	15	2	0	0	1.0
A6NKB5	15	2	0	0	1.0
A6NKC0	15	2	0	0	1.0
A6NKC9	15	2	0	0	1.0
A6NKD2	15	2	0	0	1.0
A6NKD9	15	2	0	0	1.0
A6NKP2	15	2	0	0	1.0
A6NKQ9	15	2	0	0	1.0
A6NKT7	15	2	0	0	1.0
A6NKU9	15	2	0	0	1.0
A6NKW6	15	2	0	0	1.0
A6NKX1	15	2	0	0	1.0
A6NKX4	15	2	0	0	1.0
A6NL08	15	2	0	0	1.0
A6NKF1	15	2	0	0	1.0
A6NKF2	15	2	0	0	1.0
A6NKF7	15	2	0	0	1.0
A6NKG5	15	2	0	0	1.0
A6NKH3	15	2	0	0	1.0
A6NKK0	15	2	0	0	1.0
A6NKL6	15	2	0	0	1.0
A6NKN8	15	2	0	0	1.0
A6NL26	15	2	0	0	1.0
A6NL46	15	2	0	0	1.0
A6NL82	15	2	0	0	1.0
A6NL88	15	2	0	0	1.0
A6NLC5	15	2	0	0	1.0
A6NLC8	15	2	0	0	1.0
A6NLE4	15	2	0	0	1.0
A6NLI5	15	2	0	0	1.0
A6NLJ0	15	2	0	0	1.0
A6NLP5	15	2	0	0	1.0
A6NLU0	15	2	0	0	1.0
A6NLU5	15	2	0	0	1.0
A6NLW8	15	2	0	0	1.0
A6NLX3	15	2	0	0	1.0
A6NLX4	15	2	0	0	1.0
A6NM03	15	2	0	0	1.0
A6NM10	15	2	0	0	1.0
A6NM11	15	2	0	0	1.0
A6NM28	15	2	0	0	1.0
A6NM36	15	2	0	0	1.0
A6NM43	15	2	0	0	1.0
A6NM45	15	2	0	0	1.0
A6NM62	15	2	0	0	1.0
A6NM66	15	2	0	0	1.0
A6NML5	15	2	0	0	1.0
A6NMN3	15	2	0	0	1.0
A6NMS3	15	2	0	0	1.0
A6NMS7	15	2	0	0	1.0
A6NMT0	15	2	0	0	1.0
A6NMU1	15	2	0	0	1.0
A6NMX2	15	2	0	0	1.0
A6NMY6	15	2	0	0	1.0
A6NM76	15	2	0	0	1.0
A6NMA1	15	2	0	0	1.0
A6NMB1	15	2	0	0	1.0
A6NMB9	15	2	0	0	1.0
A6NMD0	15	2	0	0	1.0
A6NMD2	15	2	0	0	1.0
A6NMK7	15	2	0	0	1.0
A6NMK8	15	2	0	0	1.0
A6NMZ2	15	2	0	0	1.0
A6NMZ5	15	2	0	0	1.0
A6NMZ7	15	2	0	0	1.0
A6NN14	15	2	0	0	1.0
A6NN73	15	2	0	0	1.0
A6NN90	15	2	0	0	1.0
A6NN92	15	2	0	0	1.0
A6NNA2	15	2	0	0	1.0
A6NNA5	15	2	0	0	1.0
A6NNB3	15	2	0	0	1.0
A6NNC1	15	2	0	0	1.0
A6NND4	15	2	0	0	1.0
A6NNE9	15	2	0	0	1.0
A6NNF4	15	2	0	0	1.0
A6NNH2	15	2	0	0	1.0
A6NNJ1	15	2	0	0	1.0
A6NNL0	15	2	0	0	1.0
A6NNL5	15	2	0	0	1.0
A6NNM3	15	2	0	0	1.0
A6NNM8	15	2	0	0	1.0
A6NNN8	15	2	0	0	1.0
A6NNP5	15	2	0	0	1.0
A6NNS2	15	2	0	0	1.0
A6NNT2	15	2	0	0	1.0
A6PVI3	15	2	0	0	1.0
A6PVL3	15	2	0	0	1.0
A6PVS8	15	2	0	0	1.0
A6PVY3	15	2	0	0	1.0
A6QL63	15	2	0	0	1.0
A6QL64	15	2	0	0	1.0
A6XGL0	15	2	0	0	1.0
A6ZKI3	15	2	0	0	1.0
A7E2F4	15	2	0	0	1.0
A7E2S9	15	2	0	0	1.0
A7E2U8	15	2	0	0	1.0
A7E2V4	15	2	0	0	1.0
A7E2Y1	15	2	0	0	1.0
A7KAX9	15	2	0	0	1.0
A7MBM2	15	2	0	0	1.0
A7MCY6	15	2	0	0	1.0
A7MD48	15	2	0	0	1.0
A7XYQ1	15	2	0	0	1.0
A8CG34	15	2	0	0	1.0
A8K010	15	2	0	0	1.0
A8K0R7	15	2	0	0	1.0
A8K0S8	15	2	0	0	1.0
A8K0Z3	15	2	0	0	1.0
A8K2U0	15	2	0	0	1.0
A6NDZ8	15	2	0	0	1.0
A6NE01	15	2	0	0	1.0
A6NE02	15	2	0	0	1.0
A6NE52	15	2	0	0	1.0
A6NE82	15	2	0	0	1.0
A6NEC2	15	2	0	0	1.0
A6NED2	15	2	0	0	1.0
A6NEE1	15	2	0	0	1.0
A8K979	15	2	0	0	1.0
A8MPP1	15	2	0	0	1.0
A8MPS7	15	2	0	0	1.0
A8MPX8	15	2	0	0	1.0
A8MPY1	15	2	0	0	1.0
A8MQ03	15	2	0	0	1.0
A8MQ11	15	2	0	0	1.0
A8MQ14	15	2	0	0	1.0
A8MQ27	15	2	0	0	1.0
A8MQB3	15	2	0	0	1.0
A8MQT2	15	2	0	0	1.0
A8MRT5	15	2	0	0	1.0
A8MSI8	15	2	0	0	1.0
A8MT19	15	2	0	0	1.0
A8MT33	15	2	0	0	1.0
A8MT65	15	2	0	0	1.0
A8MT66	15	2	0	0	1.0
A8MT69	15	2	0	0	1.0
A8MT70	15	2	0	0	1.0
A8MTA8	15	2	0	0	1.0
A8MTB9	15	2	0	0	1.0
A8MTI9	15	2	0	0	1.0
A8MTJ3	15	2	0	0	1.0
A8MTJ6	15	2	0	0	1.0
A8MTL0	15	2	0	0	1.0
A8MTL3	15	2	0	0	1.0
A8MTL9	15	2	0	0	1.0
A8MTQ0	15	2	0	0	1.0
A8MTT3	15	2	0	0	1.0
A8MTW9	15	2	0	0	1.0
A8MTY0	15	2	0	0	1.0
A8MTY7	15	2	0	0	1.0
A8MTZ0	15	2	0	0	1.0
A8MTZ7	15	2	0	0	1.0
A8MU10	15	2	0	0	1.0
A8MU46	15	2	0	0	1.0
A8MU93	15	2	0	0	1.0
A8MUA0	15	2	0	0	1.0
A8MUH7	15	2	0	0	1.0
A8MUI8	15	2	0	0	1.0
A8MUK1	15	2	0	0	1.0
A8MUL3	15	2	0	0	1.0
A8MUM7	15	2	0	0	1.0
A8MUN3	15	2	0	0	1.0
A8MUP2	15	2	0	0	1.0
A8MUP6	15	2	0	0	1.0
A8MUU1	15	2	0	0	1.0
A8MUU9	15	2	0	0	1.0
A8MUV8	15	2	0	0	1.0
A8MUX0	15	2	0	0	1.0
A8MUZ8	15	2	0	0	1.0
A8MV23	15	2	0	0	1.0
A8MV24	15	2	0	0	1.0
A8MV57	15	2	0	0	1.0
A8MV65	15	2	0	0	1.0
A8MV72	15	2	0	0	1.0
A8MV81	15	2	0	0	1.0
A8MVA2	15	2	0	0	1.0
A8MVJ9	15	2	0	0	1.0
A8MVM7	15	2	0	0	1.0
A8MVS5	15	2	0	0	1.0
A8MVU1	15	2	0	0	1.0
A8MVW0	15	2	0	0	1.0
A8MVW5	15	2	0	0	1.0
A8MVX0	15	2	0	0	1.0
A8MVZ5	15	2	0	0	1.0
A8MW92	15	2	0	0	1.0
A8MW95	15	2	0	0	1.0
A8MW99	15	2	0	0	1.0
A8MWA4	15	2	0	0	1.0
A8MWA6	15	2	0	0	1.0
A8MWD9	15	2	0	0	1.0
A8MWE9	15	2	0	0	1.0
A8MWK0	15	2	0	0	1.0
A8MWL6	15	2	0	0	1.0
A8MWL7	15	2	0	0	1.0
A8MWP4	15	2	0	0	1.0
A8MWV9	15	2	0	0	1.0
A8MWX3	15	2	0	0	1.0
A8MWY0	15	2	0	0	1.0
A8MX19	15	2	0	0	1.0
A8MX34	15	2	0	0	1.0
A8MX76	15	2	0	0	1.0
A8MX80	15	2	0	0	1.0
A8MXD5	15	2	0	0	1.0
A8MXE2	15	2	0	0	1.0
A8MXJ8	15	2	0	0	1.0
A8MXK1	15	2	0	0	1.0
A8MXQ7	15	2	0	0	1.0
A8MXT2	15	2	0	0	1.0
A8MXU0	15	2	0	0	1.0
A8MXV4	15	2	0	0	1.0
A8MXV6	15	2	0	0	1.0
A8MXY4	15	2	0	0	1.0
A8MXZ1	15	2	0	0	1.0
A8MXZ3	15	2	0	0	1.0
A8MY62	15	2	0	0	1.0
A8MYA2	15	2	0	0	1.0
A8MYB1	15	2	0	0	1.0
A8MYJ7	15	2	0	0	1.0
A8MYP8	15	2	0	0	1.0
A8MYU2	15	2	0	0	1.0
A8MYV0	15	2	0	0	1.0
A8MYZ0	15	2	0	0	1.0
A8MYZ5	15	2	0	0	1.0
A8MYZ6	15	2	0	0	1.0
A8MZ25	15	2	0	0	1.0
A8MZ26	15	2	0	0	1.0
A8MZ36	15	2	0	0	1.0
A8MZ59	15	2	0	0	1.0
A8MZ97	15	2	0	0	1.0
A8MZA4	15	2	0	0	1.0
A8MZF0	15	2	0	0	1.0
A8MZG2	15	2	0	0	1.0
A8MZH6	15	2	0	0	1.0
A8TX70	15	2	0	0	1.0
A9QM74	15	2	0	0	1.0
A9UHW6	15	2	0	0	1.0
A9YTQ3	15	2	0	0	1.0
B0FP48	15	2	0	0	1.0
B0I1T2	15	2	0	0	1.0
B0L3A2	15	2	0	0	1.0
B0YJ81	15	2	0	0	1.0
B1AH88	15	2	0	0	1.0
B1AJZ9	15	2	0	0	1.0
B1AK53	15	2	0	0	1.0
B1AK76	15	2	0	0	1.0
B1AKI9	15	2	0	0	1.0
B1AL46	15	2	0	0	1.0
B1AL88	15	2	0	0	1.0
B1AMM8	15	2	0	0	1.0
B1ANH7	15	2	0	0	1.0
B1ANS9	15	2	0	0	1.0
B1ANY3	15	2	0	0	1.0
B1APH4	15	2	0	0	1.0
B1ATL7	15	2	0	0	1.0
B2CW77	15	2	0	0	1.0
B2RBV5	15	2	0	0	1.0
B2RC85	15	2	0	0	1.0
B2RD01	15	2	0	0	1.0
B2RN74	15	2	0	0	1.0
B2RNN3	15	2	0	0	1.0
B2RPK0	15	2	0	0	1.0
B2RTY4	15	2	0	0	1.0
A6NCQ9	15	2	0	0	1.0
A6NCS4	15	2	0	0	1.0
A6NCS6	15	2	0	0	1.0
A6NCV1	15	2	0	0	1.0
A6NCW0	15	2	0	0	1.0
A6NCW7	15	2	0	0	1.0
A6ND01	15	2	0	0	1.0
A6ND36	15	2	15	0	1.0
B2RXH8	15	2	0	0	1.0
B3EWF7	15	2	0	0	1.0
B3EWG3	15	2	0	0	1.0
B3EWG5	15	2	0	0	1.0
B3EWG6	15	2	0	0	1.0
B3GLJ2	15	2	0	0	1.0
B3KS81	15	2	0	0	1.0
B3KU38	15	2	0	0	1.0
B3SHH9	15	2	0	0	1.0
B4DH59	15	2	0	0	1.0
B4DJY2	15	2	0	0	1.0
B4DS77	15	2	0	0	1.0
B4DU55	15	2	0	0	1.0
B4DX44	15	2	0	0	1.0
B4DXR9	15	2	0	0	1.0
B4DYI2	15	2	0	0	1.0
B4DZS4	15	2	0	0	1.0
B4E2M5	15	2	0	0	1.0
B5MCN3	15	2	0	0	1.0
B5MCY1	15	2	0	0	1.0
B5MD39	15	2	0	0	1.0
B5ME19	15	2	0	0	1.0
B6A8C7	15	2	0	0	1.0
B6SEH8	15	2	0	0	1.0
B6SEH9	15	2	0	0	1.0
B7U540	15	2	0	0	1.0
B7Z1M9	15	2	0	0	1.0
B7Z368	15	2	0	0	1.0
B7Z6K7	15	2	0	0	1.0
B7Z8K6	15	2	0	0	1.0
B7ZAP0	15	2	0	0	1.0
B7ZAQ6	15	2	0	0	1.0
B7ZBB8	15	2	0	0	1.0
B7ZC32	15	2	0	0	1.0
B7ZW38	15	2	0	0	1.0
B8ZZ34	15	2	0	0	1.0
B9A014	15	2	0	0	1.0
B9A064	15	2	0	0	1.0
B9A6J9	15	2	0	0	1.0
B9EJG8	15	2	0	0	1.0
C0HLS1	15	2	0	0	1.0
C0HLU2	15	2	0	0	1.0
C0HLV8	15	2	0	0	1.0
C0HLZ6	15	2	0	0	1.0
C0HM01	15	2	0	0	1.0
C0HM02	15	2	0	0	1.0
C0HM83	15	2	0	0	1.0
C0HM98	15	2	0	0	1.0
C0HMA1	15	2	0	0	1.0
C0HMD6	15	2	0	0	1.0
C0HMD7	15	2	0	0	1.0
C4AMC7	15	2	0	0	1.0
C9J069	15	2	0	0	1.0
C9J1S8	15	2	0	0	1.0
C9J202	15	2	0	0	1.0
C9J2P7	15	2	0	0	1.0
A6NNV3	15	2	0	0	1.0
A6NNW6	15	2	0	0	1.0
A6NNX1	15	2	0	0	1.0
A6NNY8	15	2	0	0	1.0
A6NNZ2	15	2	0	0	1.0
A6NP11	15	2	0	0	1.0
A6NP61	15	2	0	0	1.0
A6PVC2	15	2	0	0	1.0
C9J302	15	2	0	0	1.0
C9J3I9	15	2	0	0	1.0
C9J3V5	15	2	0	0	1.0
C9J6K1	15	2	0	0	1.0
C9J798	15	2	0	0	1.0
C9J7I0	15	2	0	0	1.0
C9JBD0	15	2	0	0	1.0
C9JC47	15	2	0	0	1.0
C9JCN9	15	2	0	0	1.0
C9JDP6	15	2	0	0	1.0
C9JE40	15	2	0	0	1.0
C9JFL3	15	2	0	0	1.0
C9JG80	15	2	0	0	1.0
C9JH25	15	2	0	0	1.0
C9JI98	15	2	0	0	1.0
C9JJ37	15	2	0	0	1.0
C9JQL5	15	2	0	0	1.0
C9JR72	15	2	0	0	1.0
C9JRZ8	15	2	0	0	1.0
C9JSJ3	15	2	0	0	1.0
C9JTQ0	15	2	0	0	1.0
C9JUS6	15	2	0	0	1.0
C9JVI0	15	2	0	0	1.0
C9JVW0	15	2	0	0	1.0
A8K4G0	15	2	0	0	1.0
A8K554	15	2	0	0	1.0
A8K5M9	15	2	0	0	1.0
A8K7I4	15	2	0	0	1.0
A8K830	15	2	0	0	1.0
A8K855	15	2	0	0	1.0
A8K8P3	15	2	0	0	1.0
A8K8V0	15	2	0	0	1.0
D6RBQ6	15	2	0	0	1.0
D6RCP7	15	2	0	0	1.0
D6REC4	15	2	0	0	1.0
D6RF30	15	2	0	0	1.0
D6RGH6	15	2	0	0	1.0
D6RGX4	15	2	0	0	1.0
D6RIA3	15	2	0	0	1.0
D6RJB6	15	2	0	0	1.0
E0CX11	15	2	0	0	1.0
E2RYF6	15	2	0	0	1.0
E2RYF7	15	2	0	0	1.0
E5RG02	15	2	0	0	1.0
E5RHQ5	15	2	0	0	1.0
E5RIL1	15	2	0	0	1.0
E5RJ46	15	2	0	0	1.0
E5RJM6	15	2	0	0	1.0
E5RQL4	15	2	0	0	1.0
E7ERA6	15	2	0	0	1.0
E7ETH6	15	2	0	0	1.0
E7EW31	15	2	0	0	1.0
E9PAV3	15	2	0	0	1.0
E9PB15	15	2	0	0	1.0
E9PGG2	15	2	0	0	1.0
E9PI22	15	2	0	0	1.0
E9PIF3	15	2	0	0	1.0
E9PJ23	15	2	0	0	1.0
E9PJI5	15	2	0	0	1.0
E9PKD4	15	2	0	0	1.0
E9PQ53	15	2	0	0	1.0
E9PQR5	15	2	0	0	1.0
E9PQX1	15	2	0	0	1.0
E9PRG8	15	2	0	0	1.0
F2Z333	15	2	0	0	1.0
F2Z398	15	2	0	0	1.0
F2Z3F1	15	2	0	0	1.0
F5GYI3	15	2	0	0	1.0
F5H094	15	2	0	0	1.0
F5H284	15	2	0	0	1.0
F5H4A9	15	2	0	0	1.0
F5H4B4	15	2	0	0	1.0
F7VJQ1	15	2	0	0	1.0
F8VTS6	15	2	0	0	1.0
F8W0I5	15	2	0	0	1.0
F8W1W9	15	2	0	0	1.0
F8WBI6	15	2	0	0	1.0
F8WCM5	15	2	0	0	1.0
F8WFD2	15	2	0	0	1.0
G2XKQ0	15	2	0	0	1.0
G3V0H7	15	2	0	0	1.0
G3V211	15	2	0	0	1.0
G5E9R7	15	2	0	0	1.0
G9CGD6	15	2	0	0	1.0
H0UI37	15	2	0	0	1.0
H0Y354	15	2	0	0	1.0
H0Y7S4	15	2	0	0	1.0
H0YKK7	15	2	0	0	1.0
H0YL14	15	2	0	0	1.0
H0YM25	15	2	0	0	1.0
H3BMG3	15	2	0	0	1.0
H3BNL1	15	2	0	0	1.0
H3BNL8	15	2	0	0	1.0
H3BPF8	15	2	0	0	1.0
H3BPM6	15	2	0	0	1.0
H3BQB6	15	2	0	0	1.0
H3BQJ8	15	2	0	0	1.0
H3BQL2	15	2	0	0	1.0
H3BQW9	15	2	0	0	1.0
H3BR10	15	2	0	0	1.0
H3BRN8	15	2	0	0	1.0
H3BS89	15	2	0	0	1.0
H3BSY2	15	2	0	0	1.0
H3BTG2	15	2	0	0	1.0
B2RU33	15	2	0	0	1.0
B2RUY7	15	2	0	0	1.0
B2RUZ4	15	2	19	0	1.0
B2RV13	15	2	0	0	1.0
B2RXF0	15	2	0	0	1.0
B2RXF5	15	2	0	0	1.0
B2RXH2	15	2	0	0	1.0
B2RXH4	15	2	0	0	1.0
H3BU77	15	2	0	0	1.0
H3BUK9	15	2	0	0	1.0
H3BV12	15	2	0	0	1.0
H3BV60	15	2	0	0	1.0
H7BZ55	15	2	0	0	1.0
H7C241	15	2	0	0	1.0
H7C350	15	2	0	0	1.0
I0J062	15	2	0	0	1.0
I1YAP6	15	2	0	0	1.0
I3L0S3	15	2	0	0	1.0
I3L1E1	15	2	0	0	1.0
I3L273	15	2	0	0	1.0
I3L3R5	15	2	0	0	1.0
I6L899	15	2	0	0	1.0
J3KSC0	15	2	0	0	1.0
K7EIQ3	15	2	0	0	1.0
K7EJ46	15	2	0	0	1.0
K9M1U5	15	2	0	0	1.0
L0R6Q1	15	2	0	0	1.0
L0R819	15	2	0	0	1.0
L0R8F8	15	2	0	0	1.0
M0QZC1	15	2	0	0	1.0
M0R2J8	15	2	0	0	1.0
M5A8F1	15	2	0	0	1.0
C9JXX5	15	2	0	0	1.0
D0EPY3	15	2	0	0	1.0
D3DTV9	15	2	0	0	1.0
D3W0D1	15	2	0	0	1.0
D6R901	15	2	0	0	1.0
D6R9N7	15	2	0	0	1.0
D6RA61	15	2	0	0	1.0
D6RBM5	15	2	0	0	1.0
C9JJH3	15	2	0	0	1.0
C9JL84	15	2	0	0	1.0
C9JLJ4	15	2	0	0	1.0
C9JLR9	15	2	0	0	1.0
C9JLW8	15	2	6	0	1.0
C9JN71	15	2	0	0	1.0
C9JPN9	15	2	0	0	1.0
C9JQI7	15	2	0	0	1.0
O00167	15	2	0	0	1.0
O00168	15	2	0	0	1.0
O00170	15	2	0	0	1.0
O00175	15	2	0	0	1.0
O00178	15	2	0	0	1.0
O00180	15	2	0	0	1.0
O00182	15	2	0	0	1.0
O00186	15	2	0	0	1.0
O00110	15	2	0	0	1.0
O00115	15	2	0	0	1.0
O00116	15	2	0	0	1.0
O00124	15	2	0	0	1.0
O00139	15	2	0	0	1.0
O00141	15	2	11	0	1.0
O00142	15	2	0	0	1.0
O00144	15	2	0	0	1.0
O00222	15	2	0	0	1.0
O00230	15	2	0	0	1.0
O00231	15	2	0	0	1.0
O00232	15	2	0	0	1.0
O00233	15	2	0	0	1.0
O00237	15	2	0	0	1.0
O00238	15	2	0	0	1.0
O00241	15	2	0	0	1.0
O00148	15	2	0	0	1.0
O00151	15	2	0	0	1.0
O00154	15	2	0	0	1.0
O00155	15	2	0	0	1.0
O00159	15	2	0	0	1.0
O00160	15	2	0	0	1.0
O00161	15	2	0	0	1.0
O00165	15	2	0	0	1.0
O00268	15	2	0	0	1.0
O00270	15	2	0	0	1.0
O00273	15	2	0	0	1.0
O00287	15	2	0	0	1.0
O00291	15	2	0	0	1.0
O00292	15	2	0	0	1.0
O00294	15	2	0	0	1.0
O00295	15	2	0	0	1.0
O00187	15	2	0	0	1.0
O00189	15	2	0	0	1.0
O00192	15	2	0	0	1.0
O00193	15	2	0	0	1.0
O00194	15	2	0	0	1.0
O00198	15	2	0	0	1.0
O00203	15	2	0	0	1.0
O00204	15	2	0	0	1.0
O00206	15	2	0	0	1.0
O00212	15	2	0	0	1.0
O00213	15	2	0	0	1.0
O00214	15	2	0	0	1.0
O00217	15	2	0	0	1.0
O00219	15	2	0	0	1.0
O00220	15	2	0	0	1.0
O00221	15	2	0	0	1.0
O00299	15	2	0	0	1.0
O00300	15	2	0	0	1.0
O00303	15	2	0	0	1.0
O00305	15	2	0	0	1.0
O00308	15	2	0	0	1.0
O00311	15	2	0	0	1.0
O00321	15	2	0	0	1.0
O00322	15	2	0	0	1.0
O00327	15	2	0	0	1.0
O00329	15	2	0	0	1.0
O00330	15	2	0	0	1.0
O00337	15	2	0	0	1.0
O00338	15	2	0	0	1.0
O00339	15	2	0	0	1.0
O00341	15	2	0	0	1.0
O00358	15	2	0	0	1.0
O00244	15	2	0	0	1.0
O00253	15	2	0	0	1.0
O00254	15	2	0	0	1.0
O00255	15	2	0	0	1.0
O00257	15	2	0	0	1.0
O00258	15	2	0	0	1.0
O00264	15	2	0	0	1.0
O00267	15	2	68	0	1.0
O00461	15	2	0	0	1.0
O00462	15	2	0	0	1.0
O00463	15	2	0	0	1.0
O00468	15	2	0	0	1.0
O00469	15	2	0	0	1.0
O00470	15	2	0	0	1.0
O00471	15	2	0	0	1.0
O00472	15	2	0	0	1.0
O00370	15	2	0	0	1.0
O00391	15	2	0	0	1.0
O00398	15	2	0	0	1.0
O00399	15	2	0	0	1.0
O00400	15	2	0	0	1.0
O00401	15	2	1	0	1.0
O00408	15	2	0	0	1.0
O00409	15	2	0	0	1.0
O00476	15	2	0	0	1.0
O00478	15	2	0	0	1.0
O00479	15	2	0	0	1.0
O00481	15	2	0	0	1.0
O00482	15	2	0	0	1.0
O00483	15	2	0	0	1.0
O00487	15	2	0	0	1.0
O00488	15	2	0	0	1.0
O00522	15	2	0	0	1.0
O00526	15	2	0	0	1.0
O00533	15	2	0	0	1.0
O00534	15	2	0	0	1.0
O00541	15	2	0	0	1.0
O00548	15	2	0	0	1.0
O00555	15	2	0	0	1.0
O00559	15	2	0	0	1.0
O00410	15	2	0	0	1.0
O00411	15	2	0	0	1.0
O00418	15	2	34	0	1.0
O00421	15	2	0	0	1.0
O00422	15	2	0	0	1.0
O00423	15	2	0	0	1.0
O00425	15	2	0	0	1.0
O00429	15	2	8	0	1.0
O00499	15	2	0	0	1.0
O00501	15	2	0	0	1.0
O00505	15	2	0	0	1.0
O00506	15	2	0	0	1.0
O00507	15	2	0	0	1.0
O00512	15	2	0	0	1.0
O00515	15	2	0	0	1.0
O00519	15	2	0	0	1.0
O00624	15	2	0	0	1.0
O00625	15	2	0	0	1.0
O00626	15	2	0	0	1.0
O00628	15	2	0	0	1.0
O00629	15	2	0	0	1.0
O00631	15	2	0	0	1.0
O00634	15	2	0	0	1.0
O00635	15	2	0	0	1.0
O00712	15	2	0	0	1.0
O00716	15	2	0	0	1.0
O00743	15	2	0	0	1.0
O00744	15	2	0	0	1.0
O00746	15	2	0	0	1.0
O00748	15	2	0	0	1.0
O00750	15	2	0	0	1.0
O00754	15	2	0	0	1.0
O00585	15	2	0	0	1.0
O00587	15	2	0	0	1.0
O00590	15	2	0	0	1.0
O00591	15	2	0	0	1.0
O00592	15	2	0	0	1.0
O00602	15	2	0	0	1.0
O00622	15	2	0	0	1.0
O00623	15	2	0	0	1.0
O00442	15	2	0	0	1.0
O00443	15	2	0	0	1.0
O00444	15	2	14	0	1.0
